,Unnamed: 0,IDPERSON,ID11,ID13
47859,157795,272701161101,1,2
47860,124028,230906200106,1,3
47861,164249,280404041103,2,3
47862,151162,271502020103,1,3
47863,176304,291201090110,1,4
47864,37764,80503161101,1,3
47865,179711,291632161203,1,3
47866,155686,272323130101,1,2
47867,166294,281303071101,1,3
47868,82241,140601160101,1,2
47869,104422,210102190101,1,3
47870,142574,241902111104,1,2
47871,144432,242106150901,3,2
47872,18807,31606040104,4,4
47873,109613,211504060101,1,3
47874,93717,190903011107,1,2
47875,101894,201303070105,1,4
47876,186350,292506160102,1,3
47877,3618,11309030101,1,2
47878,32026,70201020102,1,3
47879,17902,31113131301,4,3
47880,95599,191006021102,1,4
47881,1151,10301130101,2,2
47882,139900,241006110109,1,1
47883,174154,290702040105,1,3
47884,98860,191704090104,1,2
47885,88039,181701020903,1,4
47886,159980,273101161103,1,5
47887,147596,270505150103,1,3
47888,48711,82901130110,1,3
47889,25629,60802211103,1,2
47890,62715,94505120102,1,4
47891,142900,241904141103,1,3
47892,159756,273011011101,1,2
47893,191390,320510120203,1,4
47894,5216,20204071101,1,2
47895,97920,191302070105,1,3
47896,161887,280104101101,1,3
47897,183810,292012120901,1,4
47898,180711,291802200103,1,5
47899,28457,61303111101,1,2
47900,41088,81001041103,1,3
47901,191274,320509100102,2,3
47902,11185,30105141103,1,4
47903,119984,221302130105,1,4
47904,149237,270803050102,1,3
47905,136148,240107190103,1,1
47906,71689,96803100104,1,3
47907,4866,20201251102,1,1
47908,47759,82502011102,1,2
47909,89348,190102051103,1,4
47910,170437,282304031101,1,4
47911,125266,231208121202,1,3
47912,162099,280108090102,1,4
47913,154778,272309060102,1,2
47914,154197,272114070104,1,2
47915,14927,30903021107,4,4
47916,102826,201409140103,3,5
47917,157897,272703031106,1,2
47918,58960,92901090107,1,3
47919,121277,230208040105,1,2
47920,162873,280214100101,1,3
47921,78386,102805080101,1,2
47922,161788,280102031101,1,3
47923,66086,95404010103,1,3
47924,187007,292602090104,1,5
47925,39563,80702081108,1,3
47926,36146,80302020101,1,3
47927,15469,30911090103,4,3
47928,120898,230202071103,1,3
47929,164314,280405090104,1,4
47930,87291,180904200101,1,4
47931,47610,82411100103,1,4
47932,25708,60803101105,1,2
47933,86226,180605110901,2,6
47934,3430,11306080905,1,2
47935,153915,272109040104,1,2
47936,99828,200204061101,2,3
47937,43847,81502073104,1,3
47938,84029,170602120101,3,5
47939,117195,220902131103,1,5
47940,125027,231206090103,1,1
47941,79437,103205090103,1,3
47942,144227,242103020101,1,3
47943,92209,190703161102,2,2
47944,62440,94503041203,1,1
47945,87072,180902020903,1,5
47946,110586,211706030108,1,2
47947,46474,82103030902,1,2
47948,134712,233902020102,1,2
47949,71224,96801181103,1,3
47950,108893,211204090101,1,2
47951,150824,271404081105,1,3
47952,11083,30105021105,1,2
47953,87843,180912200905,1,5
47954,90333,190208110104,1,4
47955,184862,292103190105,1,3
47956,103315,201415171113,2,3
47957,44717,81509040104,1,4
47958,184144,292018050903,1,3
47959,183325,292005040901,1,3
47960,70137,96603011104,1,3
47961,96533,191108130103,2,2
47962,165443,280603080103,1,4
47963,153420,272101070105,1,2
47964,55587,91405170104,1,2
47965,22771,60204231103,1,4
47966,174718,290801130101,2,3
47967,171511,290203150106,1,2
47968,34951,71029140903,1,1
47969,157097,272601141106,1,2
47970,10547,21107080104,1,4
47971,94268,190908150102,1,2
47972,120713,230102120106,1,5
47973,136727,240604093103,1,3
47974,175875,291101030204,2,5
47975,162689,280211140101,1,3
47976,75830,101608170108,1,2
47977,132187,232902150101,2,2
47978,132120,232902050101,1,4
47979,82608,140701170103,1,2
47980,181767,291903120106,1,3
47981,191561,320514041203,2,3
47982,162289,280204011301,1,3
47983,187385,292608050101,1,1
47984,152735,272001021104,7,5
47985,106761,210707020106,1,5
47986,79421,103205050106,1,3
47987,182421,291932071103,1,3
47988,100739,201202051102,1,2
47989,82961,150306180103,3,5
47990,36558,80402041201,1,3
47991,103587,201703201104,7,5
47992,188624,292734182103,1,4
47993,125700,231303152101,1,1
47994,148839,270709020101,1,3
47995,21667,51307120101,1,3
47996,11285,30107010102,1,2
47997,49454,83201031104,1,3
47998,19835,50506080101,1,1
47999,42370,81302091103,1,3
48000,23981,60408160108,1,3
48001,124485,231007200102,1,4
48002,81052,120401190101,3,5
48003,79828,103209010105,1,4
48004,2130,10504140207,2,2
48005,46001,82008160101,2,3
48006,170794,290101030104,1,3
48007,31456,70101010107,1,2
48008,28061,61205100106,1,2
48009,189438,300105130102,1,2
48010,22581,60203091104,1,1
48011,61168,94003010203,1,1
48012,16140,31101191101,4,4
48013,26928,60906100102,1,2
48014,4448,20104111103,1,4
48015,95923,191010040102,1,2
48016,91640,190610140109,2,2
48017,129429,232304131101,1,5
48018,99598,191804080901,1,1
48019,42878,81309020107,1,3
48020,178576,291503080102,1,5
48021,195485,321203050103,1,2
48022,28825,61702021102,1,3
48023,162810,280213090903,1,3
48024,169323,282012081104,1,2
48025,50840,90106190101,1,4
48026,174880,290803040104,1,3
48027,40426,80803081103,1,3
48028,33644,71009090105,2,2
48029,157004,272514130103,1,2
48030,113347,212405170106,1,3
48031,56159,91502050105,1,4
48032,88753,181711040903,1,2
48033,194078,321005140102,3,2
48034,138854,240803081401,1,3
48035,92816,190803031103,2,2
48036,32879,70901110905,1,1
48037,190563,320501011103,1,4
48038,46346,82101070103,2,3
48039,20274,50905050104,1,4
48040,75056,101406030203,1,1
48041,89391,190102141105,1,4
48042,55206,91004150901,1,4
48043,36171,80302080104,1,2
48044,44867,81511080104,1,2
48045,164633,280409031104,1,3
48046,66279,95405080203,1,3
48047,116976,220901031107,1,3
48048,151822,271702083101,1,2
48049,89549,190104101104,1,4
48050,169721,282106040101,1,3
48051,67259,95903160201,1,5
48052,111521,211902053106,1,3
48053,87611,180909190104,1,4
48054,150623,271401081103,1,5
48055,152529,271807100104,1,3
48056,176047,291102160106,2,3
48057,85721,180302080901,2,2
48058,107805,210808140101,1,4
48059,121100,230205130103,1,3
48060,173424,290535161104,1,3
48061,143649,242002061103,1,5
48062,109942,211508080101,1,3
48063,101970,201303180101,1,4
48064,18261,31602122106,4,2
48065,185064,292106060103,1,3
48066,194920,321108110104,1,3
48067,186625,292534011201,7,5
48068,1960,10502120105,2,3
48069,134473,233801010110,1,2
48070,150677,271402061105,2,3
48071,83576,160107031303,1,4
48072,151003,271407080103,5,4
48073,192639,320709130102,1,2
48074,27440,61002161101,1,3
48075,19108,31702130103,1,2
48076,99660,191805090102,1,1
48077,118485,221007050102,1,3
48078,121571,230501032103,1,1
48079,158365,272901010112,1,3
48080,188238,292703160103,1,4
48081,56011,91408150103,1,4
48082,70345,96603212101,1,3
48083,191744,320604140102,1,3
48084,183170,292002120101,1,3
48085,5144,20203131102,1,3
48086,166501,281307140103,1,3
48087,131325,232703031102,1,5
48088,134117,233702121301,1,2
48089,169580,282104030105,2,3
48090,137426,240708020202,1,3
48091,186197,292504160104,2,6
48092,47440,82409140104,1,3
48093,60938,93603110106,1,3
48094,164811,280502140103,1,3
48095,194474,321101082104,3,3
48096,181038,291807070101,1,4
48097,32797,70801150105,1,3
48098,103920,201801070105,4,2
48099,20399,50906170104,1,2
48100,120519,221505080101,1,5
48101,109279,211402031204,1,2
48102,157497,272604161101,5,4
48103,9273,20903020104,1,2
48104,132687,233203060104,2,3
48105,105495,210508030105,1,3
48106,197230,330209070302,1,4
48107,109354,211404041105,1,4
48108,1272,10303090103,2,2
48109,96663,191111060103,1,4
48110,155702,272324020102,1,4
48111,184510,292023090903,1,4
48112,121788,230502112105,1,1
48113,164988,280505090102,1,3
48114,31715,70103140903,1,4
48115,110073,211601010102,2,3
48116,80252,103501090103,1,3
48117,162781,280213020102,1,3
48118,141153,241210030102,1,2
48119,19378,40404060106,1,2
48120,173773,290601190103,1,3
48121,192468,320707040104,1,3
48122,153081,272004103104,1,5
48123,145135,250101050104,1,3
48124,170901,290103020102,1,2
48125,31319,61907140904,1,4
48126,132012,232901020104,2,2
48127,171119,290106130101,1,3
48128,136425,240406100102,1,2
48129,29362,61707060106,1,4
48130,120129,221401131101,1,5
48131,155320,272317130102,1,2
48132,196776,330107041101,1,4
48133,149427,270902100104,1,3
48134,53452,90410090102,1,1
48135,97721,191207150103,1,2
48136,49355,83102080105,2,2
48137,127676,232007070108,1,3
48138,123338,230806200202,1,4
48139,92099,190702171203,1,4
48140,45170,81801130104,1,3
48141,139910,241006130103,2,3
48142,15901,31003040101,4,2
48143,169104,282009060101,3,4
48144,15994,31101031212,4,4
48145,123821,230904092102,1,4
48146,37753,80503131104,1,3
48147,196067,321402130101,1,2
48148,32013,70107140105,1,3
48149,182131,291907070105,2,3
48150,89652,190104251104,1,4
48151,189235,300103110105,1,2
48152,23114,60208020903,1,4
48153,106868,210708070102,1,5
48154,124444,231007080203,1,3
48155,166682,281310120903,1,3
48156,193061,320805030102,3,2
48157,181325,291812060102,1,3
48158,74013,100903040107,1,3
48159,111364,211805122103,1,4
48160,25175,60605110106,1,2
48161,9478,21003061105,1,4
48162,9242,20902090101,1,2
48163,151271,271503070101,5,4
48164,125212,231208052102,1,3
48165,177484,291214050303,1,5
48166,161585,273402130104,1,2
48167,89085,182101120103,1,2
48168,190027,320205030103,1,3
48169,19412,40405030903,1,4
48170,112629,212302191102,1,3
48171,161617,273403050101,1,3
48172,64403,94904290103,1,2
48173,298,10202200108,2,2
48174,107150,210802051101,1,3
48175,53910,90508040102,1,4
48176,24694,60505061102,1,2
48177,120328,221503011107,1,5
48178,181925,291904170103,1,5
48179,44168,81505061101,6,2
48180,88625,181708160102,1,3
48181,157914,272703071101,1,3
48182,10536,21107030105,1,5
48183,138654,240802011105,1,4
48184,191766,320604180101,2,3
48185,171914,290208030107,1,5
48186,68471,96501070112,1,3
48187,16219,31102011104,1,3
48188,22105,60201011203,1,1
48189,197384,330211150102,1,3
48190,20705,51103200105,1,4
48191,197026,330205060104,3,3
48192,98542,191608150103,1,4
48193,181141,291808160101,1,5
48194,48922,82904120203,1,2
48195,50989,90201052101,1,3
48196,162375,280207080107,1,3
48197,153383,272008150106,1,2
48198,117226,220902181105,1,3
48199,34009,71015140102,1,2
48200,144146,242102061101,1,3
48201,177663,291302110101,1,6
48202,52725,90402501108,2,2
48203,165534,280604140102,1,3
48204,124783,231204011105,1,4
48205,163492,280309100902,1,3
48206,124199,231003011201,1,4
48207,102078,201306050904,1,2
48208,75090,101406090103,1,3
48209,157074,272601121101,1,2
48210,150640,271402011106,1,4
48211,160295,273104031104,1,3
48212,78230,102803080103,2,3
48213,32439,70701070902,1,4
48214,11070,30104101102,4,2
